scope,target,n,alpha,rmse,mae,bias,spearman,constant_rmse,centered_relative_rmse,absolute_rmse_beats_constant,role
test_1B,uspto_backgrounds,64,0.1,2.8923224014166613,2.889521692083961,2.889521692083961,0.7586538461538461,2.808261317789405,0.12725275915627676,False,observed_heldout
est_10B,arxiv,63,1.0,3.3844161431503093,3.3368227297770394,3.3368227297770394,0.6707949308755761,3.3591125201142984,0.5655852721382686,False,estimated_stress_only
est_10B,freelaw,63,0.01,3.4540000259975234,3.415055168840496,3.415055168840496,0.7125576036866359,3.5503212807457696,0.5172179167108374,True,estimated_stress_only
est_10B,pubmed_central,63,0.1,3.4775550950551213,3.4460916927594742,3.4460916927594742,0.6939324116743472,3.4604298922286008,0.4667349185972377,False,estimated_stress_only
est_10B,wikipedia_en,63,0.1,3.8833804755451053,3.868603894854535,3.868603894854535,0.4084439431846424,3.869769852450882,0.33844914324200315,False,estimated_stress_only
est_10B,dm_mathematics,63,0.01,2.824760891514594,2.7519155282077,2.7319699119023575,0.6416090629800307,2.5816294675514846,0.7180630158214176,False,estimated_stress_only
est_10B,github,63,0.01,3.6968168916345565,3.655220409494046,3.655220409494046,0.6070948540706606,3.502294724592176,0.5530089405179216,False,estimated_stress_only
est_10B,stackexchange,63,0.01,3.5966441832396927,3.5744581702769564,3.5744581702769564,0.5261439869808958,3.494560854773397,0.3988711192506091,False,estimated_stress_only
est_10B,gutenberg_pg_19,63,0.1,3.584631931728153,3.5709865145400688,3.5709865145400688,0.5136328725038403,3.644752894642707,0.3124762373974762,True,estimated_stress_only
est_10B,pile_cc,63,0.01,3.805924331910632,3.7951971436547183,3.7951971436547183,0.15346582181259602,3.8037072213514715,0.2855497522752505,False,estimated_stress_only
est_10B,ubuntu_irc,63,0.01,4.46647810903223,4.440948141399236,4.440948141399236,0.49980798771121354,4.309724791281234,0.47687137035765526,False,estimated_stress_only
est_10B,hackernews,63,0.001,3.5842082582791277,3.569987850226419,3.569987850226419,0.1923963133640553,3.5856681350197723,0.31896016671686095,True,estimated_stress_only
est_10B,pubmed_abstracts,63,0.01,3.653303949021799,3.631855586433763,3.631855586433763,0.32555683563748083,3.626481568511646,0.39529070723727244,False,estimated_stress_only
est_10B,uspto_backgrounds,63,0.1,3.450232485022667,3.4340274553972163,3.4340274553972163,0.4458578852313818,3.460060725665765,0.3340054434942722,True,estimated_stress_only
est_70B,arxiv,63,1.0,3.750228598269194,3.7002449519992613,3.7002449519992613,0.6310483870967742,3.7163006722773124,0.6102473551602701,False,estimated_stress_only
est_70B,freelaw,63,0.01,3.825639551502471,3.785148819634147,3.785148819634147,0.6559139784946237,3.915680219162878,0.555127364883278,True,estimated_stress_only
est_70B,pubmed_central,63,0.1,3.84725032870917,3.8138916927594746,3.8138916927594746,0.6091589861751152,3.824646498991193,0.5055346156823346,False,estimated_stress_only
est_70B,wikipedia_en,63,0.1,4.296752908907545,4.28216579961644,4.28216579961644,0.334773425499232,4.281536189080304,0.35375362160795815,False,estimated_stress_only
est_70B,dm_mathematics,63,0.01,3.1138402257116486,3.0392980678902406,3.0237556261880716,0.612615207373272,2.856791098887266,0.7435743838755838,False,estimated_stress_only
est_70B,github,63,0.01,4.080668165527333,4.0373886634623,4.0373886634623,0.5079685099846392,3.879895939912897,0.5927440065444008,False,estimated_stress_only
est_70B,stackexchange,63,0.01,3.973138801572224,3.9497248369436235,3.9497248369436235,0.4148475284420329,3.867822672489859,0.43070366725794157,False,estimated_stress_only
est_70B,gutenberg_pg_19,63,0.1,3.9683438621930107,3.954599212952768,3.954599212952768,0.43221966205837176,4.026681450232049,0.3299970810754193,True,estimated_stress_only
est_70B,pile_cc,63,0.01,4.214675968950349,4.204622540480115,4.204622540480115,0.09485407066052229,4.211857425752235,0.2909343832105517,False,estimated_stress_only
est_70B,ubuntu_irc,63,0.01,4.94763563845431,4.922000522351618,4.922000522351618,0.39190178456384595,4.7864993083621465,0.5030002672698995,False,estimated_stress_only
est_70B,hackernews,63,0.001,3.970988605925942,3.9572830883216557,3.9572830883216557,0.10527073732718895,3.9721269702002804,0.3296377819320312,True,estimated_stress_only
est_70B,pubmed_abstracts,63,0.01,4.039143849604753,4.01819844357662,4.01819844357662,0.21783794162826423,4.011066197943559,0.4108093302717587,False,estimated_stress_only
est_70B,uspto_backgrounds,63,0.1,3.8164881962032204,3.8000703125400737,3.8000703125400737,0.3844658331040491,3.8239742069080513,0.3536209432571811,True,estimated_stress_only
