domain_i,domain_j,target,gamma_cross_partial_A_loss,gamma_over_positive_A_reference_loss,model_relation,same_sign_training_folds,training_fold_count,A4_both_domains_positive_rows,cross_partial_at_Q1_reference,pair_product_contribution_at_Q1_reference,cross_partial_at_ridge_equal_optimum,pair_product_contribution_at_ridge_equal_optimum,cross_partial_at_ridge_QA_direct,pair_product_contribution_at_ridge_QA_direct
freelaw,pubmed_central,gutenberg_pg_19,-1.4122074211842506,-0.2625173483385309,complement_in_fitted_basis,5,5,238,-1.4122074211842506,-0.015554377987272789,-1.4122074211842506,-0.0015027683151596781,-1.4122074211842506,-0.0010422447318245208
freelaw,pubmed_central,pile_cc,-1.1071564088422943,-0.19624124373135413,complement_in_fitted_basis,5,5,238,-1.1071564088422943,-0.01219447583678838,-1.1071564088422943,-0.0011781552385123025,-1.1071564088422943,-0.0008171093828794457
freelaw,pubmed_central,ubuntu_irc,-2.5062293675084395,-0.39138711517589064,complement_in_fitted_basis,5,5,238,-2.5062293675084395,-0.027604187826983376,-2.5062293675084395,-0.0026669468149771018,-2.5062293675084395,-0.0018496605497506239
freelaw,pubmed_central,hackernews,-1.1674372067605348,-0.2185052604002139,complement_in_fitted_basis,5,5,238,-1.1674372067605348,-0.01285842243707493,-1.1674372067605348,-0.0012423016746272676,-1.1674372067605348,-0.0008615981336946616
freelaw,pubmed_central,pubmed_abstracts,-1.5149061144892375,-0.28127619739735554,complement_in_fitted_basis,5,5,238,-1.5149061144892375,-0.016685525062767693,-1.5149061144892375,-0.0016120527871090011,-1.5149061144892375,-0.00111803896038949
freelaw,pubmed_central,uspto_backgrounds,-0.5476967800320669,-0.10656651232679597,complement_in_fitted_basis,5,5,238,-0.5476967800320669,-0.006032458554768835,-0.5476967800320669,-0.000582819035646312,-0.5476967800320669,-0.0004042140517481379
freelaw,github,arxiv,-1.962966387806241,-0.41227781662805707,complement_in_fitted_basis,5,5,213,-1.962966387806241,-0.021040198191418186,-1.962966387806241,-0.005629262698034833,-1.962966387806241,-0.0037233728483968896
freelaw,github,freelaw,-6.54780916283261,-1.292596258719174,complement_in_fitted_basis,5,5,213,-6.54780916283261,-0.07018316939168125,-6.54780916283261,-0.018777365778217585,-6.54780916283261,-0.012419945142627568
freelaw,github,pubmed_central,-1.8814381975805066,-0.3801003440335616,complement_in_fitted_basis,5,5,213,-1.8814381975805066,-0.020166332346749215,-1.8814381975805066,-0.005395461649312385,-1.8814381975805066,-0.0035687294211068856
freelaw,github,wikipedia_en,-0.3279391759318555,-0.0568925052208699,complement_in_fitted_basis,5,5,213,-0.3279391759318555,-0.0035150399411819507,-0.3279391759318555,-0.000940441864804715,-0.3279391759318555,-0.0006220380701245339
freelaw,github,dm_mathematics,0.7102307119054898,0.18541327682525843,competition_in_fitted_basis,4,5,213,0.7102307119054898,0.007612659611978316,0.7102307119054898,0.002036751764250248,0.7102307119054898,0.0013471722008250304
freelaw,github,github,-7.793494409717859,-1.57134020030856,complement_in_fitted_basis,5,5,213,-7.793494409717859,-0.08353513743423256,-7.793494409717859,-0.022349657966888318,-7.793494409717859,-0.0147827724710591
freelaw,github,stackexchange,-3.2258156061298524,-0.6357537174470184,complement_in_fitted_basis,5,5,213,-3.2258156061298524,-0.03457613951189128,-3.2258156061298524,-0.009250776567101273,-3.2258156061298524,-0.006118756957026618
freelaw,github,gutenberg_pg_19,-0.6157465624617582,-0.11446204884723989,complement_in_fitted_basis,5,5,213,-0.6157465624617582,-0.00659992437484296,-0.6157465624617582,-0.0017657964889469567,-0.6157465624617582,-0.001167953789940356
freelaw,github,pile_cc,-0.7055942011092736,-0.1250651511290114,complement_in_fitted_basis,5,5,213,-0.7055942011092736,-0.0075629628333299245,-0.7055942011092736,-0.002023455491101453,-0.7055942011092736,-0.0013383776241490523
freelaw,github,ubuntu_irc,-0.783409712697981,-0.12234174231166159,complement_in_fitted_basis,5,5,213,-0.783409712697981,-0.00839703406163188,-0.783409712697981,-0.002246609570272596,-0.783409712697981,-0.001485978808169991
freelaw,github,hackernews,-0.47030026723264806,-0.08802450509789068,complement_in_fitted_basis,5,5,213,-0.47030026723264806,-0.005040947666511231,-0.47030026723264806,-0.0013486954069383084,-0.47030026723264806,-0.0008920699083211657
freelaw,github,pubmed_abstracts,-0.10774613835723636,-0.02000548007002457,complement_in_fitted_basis,3,5,213,-0.10774613835723636,-0.001154884831181321,-0.10774613835723636,-0.0003089871132177327,-0.10774613835723636,-0.00020437387444381842
freelaw,github,uspto_backgrounds,-1.001179609892875,-0.19480161857577316,complement_in_fitted_basis,5,5,213,-1.001179609892875,-0.01073121656499403,-1.001179609892875,-0.0028711154032044135,-1.001179609892875,-0.0018990467687069116
freelaw,pile_cc,arxiv,-3.608074538599851,-0.7577965176814127,complement_in_fitted_basis,5,5,231,-3.608074538599851,-0.04174313705880515,-3.608074538599851,-0.012169104937697555,-3.608074538599851,-0.008049031879456131
freelaw,pile_cc,freelaw,-3.307231608948535,-0.6528771835181776,complement_in_fitted_basis,5,5,231,-3.307231608948535,-0.03826257491651618,-3.307231608948535,-0.011154439319921291,-3.307231608948535,-0.007377899865533795
freelaw,pile_cc,pubmed_central,-1.9551822193218384,-0.3949985894664144,complement_in_fitted_basis,5,5,231,-1.9551822193218384,-0.022620219866012526,-1.9551822193218384,-0.006594325406725352,-1.9551822193218384,-0.004361695925376943
freelaw,pile_cc,wikipedia_en,-1.0599743777663484,-0.18388958150456342,complement_in_fitted_basis,5,5,231,-1.0599743777663484,-0.012263232163460995,-1.0599743777663484,-0.003575020220983274,-1.0599743777663484,-0.0023646317355070084
freelaw,pile_cc,dm_mathematics,-1.4255576603664541,-0.3721569803743797,complement_in_fitted_basis,5,5,231,-1.4255576603664541,-0.016492799182856923,-1.4255576603664541,-0.004808038353462055,-1.4255576603664541,-0.0031801890264565387
freelaw,pile_cc,github,-1.003631556838279,-0.20235423657862683,complement_in_fitted_basis,4,5,231,-1.003631556838279,-0.011611381412840748,-1.003631556838279,-0.0033849904161595504,-1.003631556838279,-0.002238939996886634
freelaw,pile_cc,stackexchange,-1.3011666030135791,-0.2564379387686838,complement_in_fitted_basis,5,5,231,-1.3011666030135791,-0.015053673438524116,-1.3011666030135791,-0.004388499396036384,-1.3011666030135791,-0.0029026926567332335
freelaw,pile_cc,gutenberg_pg_19,-0.8631063059204377,-0.16044412128530816,complement_in_fitted_basis,5,5,231,-0.8631063059204377,-0.009985593268352253,-0.8631063059204377,-0.0029110349846625336,-0.8631063059204377,-0.0019254508457048497
freelaw,pile_cc,pile_cc,-2.1002436015130996,-0.3722639486237733,complement_in_fitted_basis,5,5,231,-2.1002436015130996,-0.024298488176150972,-2.1002436015130996,-0.007083580039191437,-2.1002436015130996,-0.004685304453206453
freelaw,pile_cc,ubuntu_irc,-1.7195813241080076,-0.26853965661652673,complement_in_fitted_basis,5,5,231,-1.7195813241080076,-0.0198944667378899,-1.7195813241080076,-0.005799704345935078,-1.7195813241080076,-0.0038361083589015486
freelaw,pile_cc,hackernews,-0.9142979968733141,-0.1711260534898955,complement_in_fitted_basis,5,5,231,-0.9142979968733141,-0.010577848707882935,-0.9142979968733141,-0.0030836913564972136,-0.9142979968733141,-0.0020396512448470653
freelaw,pile_cc,pubmed_abstracts,-0.6821932457792368,-0.12666443169492306,complement_in_fitted_basis,5,5,231,-0.6821932457792368,-0.007892543752769743,-0.6821932457792368,-0.0023008618882074377,-0.6821932457792368,-0.0015218630115545128
freelaw,pile_cc,uspto_backgrounds,-0.5400365286071072,-0.10507604112509102,complement_in_fitted_basis,5,5,231,-0.5400365286071072,-0.006247880577089126,-0.5400365286071072,-0.0018214039417711232,-0.5400365286071072,-0.001204734322511041
arxiv,pubmed_central,arxiv,-3.7172644548086438,-0.780729452515142,complement_in_fitted_basis,5,5,240,-3.7172644548086438,-0.04779207358821167,-3.7172644548086438,-0.0,-3.7172644548086438,-0.01992665977076615
arxiv,pubmed_central,freelaw,-0.7842090859438946,-0.15480990745706846,complement_in_fitted_basis,5,5,240,-0.7842090859438946,-0.010082408394563404,-0.7842090859438946,-0.0,-0.7842090859438946,-0.004203808428139376
arxiv,pubmed_central,pubmed_central,-4.055768640741156,-0.8193726786501467,complement_in_fitted_basis,5,5,240,-4.055768640741156,-0.052144149465696454,-4.055768640741156,-0.0,-4.055768640741156,-0.02174123546912188
arxiv,pubmed_central,wikipedia_en,-0.12548074088820854,-0.02176901764119962,complement_in_fitted_basis,3,5,240,-0.12548074088820854,-0.001613279032293465,-0.12548074088820854,-0.0,-0.12548074088820854,-0.0006726484117180497
arxiv,pubmed_central,dm_mathematics,-0.4543669484349372,-0.11861732163678311,complement_in_fitted_basis,5,5,240,-0.4543669484349372,-0.005841698619952381,-0.4543669484349372,-0.0,-0.4543669484349372,-0.0024356662547460107
arxiv,pubmed_central,github,-3.4902144131610644,-0.7037041315199807,complement_in_fitted_basis,5,5,240,-3.4902144131610644,-0.044872939792231524,-3.4902144131610644,-0.0,-3.4902144131610644,-0.018709541918148234
arxiv,pubmed_central,stackexchange,-1.5086723788400773,-0.29733381890601657,complement_in_fitted_basis,5,5,240,-1.5086723788400773,-0.019396677913715722,-1.5086723788400773,-0.0,-1.5086723788400773,-0.008087345294954595
arxiv,pubmed_central,gutenberg_pg_19,-0.06280184152776529,-0.011674328190982205,complement_in_fitted_basis,3,5,240,-0.06280184152776529,-0.0008074298367143408,-0.06280184152776529,-0.0,-0.06280184152776529,-0.0003366537259630543
arxiv,pubmed_central,pile_cc,-0.08093102965519174,-0.014344862016922305,complement_in_fitted_basis,3,5,240,-0.08093102965519174,-0.0010405129287606129,-0.08093102965519174,-0.0,-0.08093102965519174,-0.00043383652480001155
arxiv,pubmed_central,ubuntu_irc,-3.19244902581054,-0.4985511026072765,complement_in_fitted_basis,5,5,240,-3.19244902581054,-0.04104463392987361,-3.19244902581054,-0.0,-3.19244902581054,-0.01711334943914159
arxiv,pubmed_central,hackernews,-0.06454598493083732,-0.012080852968731737,complement_in_fitted_basis,4,5,240,-0.06454598493083732,-0.0008298539151950051,-0.06454598493083732,-0.0,-0.06454598493083732,-0.0003460033303850598
arxiv,pubmed_central,pubmed_abstracts,-1.4342549392761466,-0.2663015031489172,complement_in_fitted_basis,5,5,240,-1.4342549392761466,-0.018439908818827972,-1.4342549392761466,-0.0,-1.4342549392761466,-0.007688425331839315
arxiv,pubmed_central,uspto_backgrounds,-0.2732927133029281,-0.053175136978740024,complement_in_fitted_basis,5,5,240,-0.2732927133029281,-0.003513665929363623,-0.2732927133029281,-0.0,-0.2732927133029281,-0.001465004973959358
arxiv,github,arxiv,-9.494624705683023,-1.994136612668371,complement_in_fitted_basis,5,5,213,-9.494624705683023,-0.11879359411985638,-9.494624705683023,-0.0,-9.494624705683023,-0.13081010519267403
arxiv,github,freelaw,-4.060425300232969,-0.8015643738797199,complement_in_fitted_basis,5,5,213,-4.060425300232969,-0.05080269415821759,-4.060425300232969,-0.0,-4.060425300232969,-0.05594161719025632
arxiv,github,pubmed_central,-4.520797953546275,-0.9133209157010495,complement_in_fitted_basis,5,5,213,-4.520797953546275,-0.056562724050588986,-4.520797953546275,-0.0,-4.520797953546275,-0.062284300242457256
arxiv,github,wikipedia_en,-0.46731279065293874,-0.08107172711663517,complement_in_fitted_basis,5,5,213,-0.46731279065293874,-0.005846862588114174,-0.46731279065293874,-0.0,-0.46731279065293874,-0.006438299269122662
arxiv,github,dm_mathematics,-2.5217378566944917,-0.6583264726043672,complement_in_fitted_basis,5,5,213,-2.5217378566944917,-0.031551147381900846,-2.5217378566944917,-0.0,-2.5217378566944917,-0.03474268910335248
arxiv,github,github,-11.593706644205769,-2.3375467233169536,complement_in_fitted_basis,5,5,213,-11.593706644205769,-0.14505661088553634,-11.593706644205769,-0.0,-11.593706644205769,-0.1597297452730083
arxiv,github,stackexchange,-5.228853859418005,-1.0305186920155196,complement_in_fitted_basis,5,5,213,-5.228853859418005,-0.06542168462076801,-5.228853859418005,-0.0,-5.228853859418005,-0.07203938487196734
arxiv,github,gutenberg_pg_19,-0.921751914671541,-0.1713458411531504,complement_in_fitted_basis,5,5,213,-0.921751914671541,-0.011532654130621003,-0.921751914671541,-0.0,-0.921751914671541,-0.012699234425512674
arxiv,github,pile_cc,-0.7523128851147163,-0.13334594378079845,complement_in_fitted_basis,5,5,213,-0.7523128851147163,-0.009412689210555443,-0.7523128851147163,-0.0,-0.7523128851147163,-0.010364825434412021
arxiv,github,ubuntu_irc,-4.624277245297023,-0.7221535882845415,complement_in_fitted_basis,5,5,213,-4.624277245297023,-0.05785742261584041,-4.624277245297023,-0.0,-4.624277245297023,-0.06370996344229671
arxiv,github,hackernews,-0.6009807952610746,-0.1124835360768013,complement_in_fitted_basis,5,5,213,-0.6009807952610746,-0.007519272312400131,-0.6009807952610746,-0.0,-0.6009807952610746,-0.008279880825602652
arxiv,github,pubmed_abstracts,-1.3518326747185905,-0.2509979665575129,complement_in_fitted_basis,5,5,213,-1.3518326747185905,-0.016913681904916076,-1.3518326747185905,-0.0,-1.3518326747185905,-0.018624577575666455
arxiv,github,uspto_backgrounds,-0.8973319982313143,-0.17459577075685392,complement_in_fitted_basis,5,5,213,-0.8973319982313143,-0.011227120238343538,-0.8973319982313143,-0.0,-0.8973319982313143,-0.012362794393667036
arxiv,pile_cc,arxiv,-8.907035715521745,-1.8707264985455772,complement_in_fitted_basis,5,5,225,-8.907035715521745,-0.1202876478236478,-8.907035715521745,-0.0,-8.907035715521745,-0.14432486762569324
arxiv,pile_cc,freelaw,-2.6086592604929555,-0.5149727361521949,complement_in_fitted_basis,5,5,225,-2.6086592604929555,-0.035229395776560375,-2.6086592604929555,-0.0,-2.6086592604929555,-0.04226932668464447
arxiv,pile_cc,pubmed_central,-2.336381974491756,-0.4720110357279638,complement_in_fitted_basis,5,5,225,-2.336381974491756,-0.03155234817790567,-2.336381974491756,-0.0,-2.336381974491756,-0.03785749041108751
arxiv,pile_cc,wikipedia_en,-1.046057520546807,-0.18147521649382317,complement_in_fitted_basis,5,5,225,-1.046057520546807,-0.014126787256004842,-1.046057520546807,-0.0,-1.046057520546807,-0.016949759493912097
arxiv,pile_cc,dm_mathematics,-2.82743424338472,-0.7381317637861698,complement_in_fitted_basis,5,5,225,-2.82743424338472,-0.03818390600142116,-2.82743424338472,-0.0,-2.82743424338472,-0.04581424010523893
arxiv,pile_cc,github,-1.6859434541877771,-0.33992334962209,complement_in_fitted_basis,5,5,225,-1.6859434541877771,-0.022768312482964417,-1.6859434541877771,-0.0,-1.6859434541877771,-0.02731813070267922
arxiv,pile_cc,stackexchange,-2.1107985926115154,-0.41600271555654644,complement_in_fitted_basis,5,5,225,-2.1107985926115154,-0.02850589195373318,-2.1107985926115154,-0.0,-2.1107985926115154,-0.034202257315784405
arxiv,pile_cc,gutenberg_pg_19,-1.8029670863652405,-0.33515624656422005,complement_in_fitted_basis,5,5,225,-1.8029670863652405,-0.024348692073210873,-1.8029670863652405,-0.0,-1.8029670863652405,-0.029214319374479207
arxiv,pile_cc,pile_cc,-2.25259596519762,-0.39926809825979875,complement_in_fitted_basis,5,5,225,-2.25259596519762,-0.030420835708391387,-2.25259596519762,-0.0,-2.25259596519762,-0.036499866495962915
arxiv,pile_cc,ubuntu_irc,-1.2090984520100354,-0.18881973103934163,complement_in_fitted_basis,5,5,225,-1.2090984520100354,-0.016328620814448084,-1.2090984520100354,-0.0,-1.2090984520100354,-0.019591587999213178
arxiv,pile_cc,hackernews,-1.6905411126331813,-0.31641284335813574,complement_in_fitted_basis,5,5,225,-1.6905411126331813,-0.022830402895258423,-1.6905411126331813,-0.0,-1.6905411126331813,-0.027392628713882292
arxiv,pile_cc,pubmed_abstracts,-0.34318866640469853,-0.06372065050957254,complement_in_fitted_basis,5,5,225,-0.34318866640469853,-0.004634690907280998,-0.34318866640469853,-0.0,-0.34318866640469853,-0.005560846552257815
arxiv,pile_cc,uspto_backgrounds,-0.5518222581103068,-0.10736921525751786,complement_in_fitted_basis,5,5,225,-0.5518222581103068,-0.007452243772768401,-0.5518222581103068,-0.0,-0.5518222581103068,-0.008941434265935917
pubmed_central,github,arxiv,-2.9992146138963034,-0.6299189126707458,complement_in_fitted_basis,5,5,230,-2.9992146138963034,-0.03776810200191754,-2.9992146138963034,-0.028191988077127396,-2.9992146138963034,-0.016571522035858793
pubmed_central,github,freelaw,-2.667501840796344,-0.5265887892872313,complement_in_fitted_basis,5,5,230,-2.667501840796344,-0.03359095449412291,-2.667501840796344,-0.025073957609772435,-2.667501840796344,-0.014738713705460382
pubmed_central,github,pubmed_central,-6.377519628856951,-1.288427867642244,complement_in_fitted_basis,5,5,230,-6.377519628856951,-0.08030996206336453,-6.377519628856951,-0.05994734638372812,-6.377519628856951,-0.03523762740220464
pubmed_central,github,wikipedia_en,-1.2939441622203263,-0.224479813353959,complement_in_fitted_basis,5,5,230,-1.2939441622203263,-0.016294204115001914,-1.2939441622203263,-0.01216280363024574,-1.2939441622203263,-0.007149413082363153
pubmed_central,github,dm_mathematics,0.8829562235401491,0.23050510764397852,competition_in_fitted_basis,4,5,230,0.8829562235401491,0.01111877108072975,0.8829562235401491,0.008299603239906712,0.8829562235401491,0.004878586696430434
pubmed_central,github,github,-10.322819659119386,-2.0813079035103867,complement_in_fitted_basis,5,5,230,-10.322819659119386,-0.12999179986207562,-10.322819659119386,-0.09703233886759527,-10.322819659119386,-0.05703654305387023
pubmed_central,github,stackexchange,-4.965878065802323,-0.9786906091976265,complement_in_fitted_basis,5,5,230,-4.965878065802323,-0.06253363412185337,-4.965878065802323,-0.04667821188084138,-4.965878065802323,-0.027437902380691808
pubmed_central,github,gutenberg_pg_19,-0.3841960775998947,-0.0714187831197,complement_in_fitted_basis,5,5,230,-0.3841960775998947,-0.004838052128813461,-0.3841960775998947,-0.003611362517637369,-0.3841960775998947,-0.0021227936595594682
pubmed_central,github,pile_cc,-1.031809336946277,-0.18288612698154327,complement_in_fitted_basis,5,5,230,-1.031809336946277,-0.012993228328429736,-1.031809336946277,-0.009698791273649048,-1.031809336946277,-0.005701042894625367
pubmed_central,github,ubuntu_irc,-3.140398959775237,-0.49042266653738703,complement_in_fitted_basis,5,5,230,-3.140398959775237,-0.039545989036584385,-3.140398959775237,-0.02951909130517053,-3.140398959775237,-0.017351606091201406
pubmed_central,github,hackernews,-0.8804486475941428,-0.1647905856499192,complement_in_fitted_basis,5,5,230,-0.8804486475941428,-0.011087194019299227,-0.8804486475941428,-0.008276032552152405,-0.8804486475941428,-0.00486473161922012
pubmed_central,github,pubmed_abstracts,-2.1334235209678707,-0.3961177855686735,complement_in_fitted_basis,5,5,230,-2.1334235209678707,-0.026865485644099515,-2.1334235209678707,-0.020053733463392915,-2.1334235209678707,-0.011787777615423716
pubmed_central,github,uspto_backgrounds,-1.1749891315395349,-0.22862010209869774,complement_in_fitted_basis,5,5,230,-1.1749891315395349,-0.014796243378355311,-1.1749891315395349,-0.01104465130092292,-1.1749891315395349,-0.00649215237715403
pubmed_central,pile_cc,arxiv,-2.6850199275060342,-0.5639292451421629,complement_in_fitted_basis,5,5,241,-2.6850199275060342,-0.03649536820749837,-2.6850199275060342,-0.029683161500012597,-2.6850199275060342,-0.017448048131465284
pubmed_central,pile_cc,freelaw,-1.9424072389767495,-0.3834486112182638,complement_in_fitted_basis,5,5,241,-1.9424072389767495,-0.026401616862937582,-1.9424072389767495,-0.021473504603332538,-1.9424072389767495,-0.012622332761624075
pubmed_central,pile_cc,pubmed_central,-6.106033135354223,-1.2335804058900826,complement_in_fitted_basis,5,5,241,-6.106033135354223,-0.08299451534012398,-6.106033135354223,-0.06750280168292731,-6.106033135354223,-0.03967879677412298
pubmed_central,pile_cc,wikipedia_en,-1.0497858396170534,-0.18212202366947192,complement_in_fitted_basis,5,5,241,-1.0497858396170534,-0.014268914864787756,-1.0497858396170534,-0.011605486536080574,-1.0497858396170534,-0.006821816728333342
pubmed_central,pile_cc,dm_mathematics,0.12856500199597104,0.03356326036811958,competition_in_fitted_basis,3,5,241,0.12856500199597104,0.0017474831521265056,0.12856500199597104,0.001421298843409524,0.12856500199597104,0.0008354531450093275
pubmed_central,pile_cc,github,-3.3938379122299636,-0.6842725053050083,complement_in_fitted_basis,5,5,241,-3.3938379122299636,-0.046129774671149704,-3.3938379122299636,-0.03751921459560981,-3.3938379122299636,-0.022054155589818047
pubmed_central,pile_cc,stackexchange,-3.5068669103879513,-0.6911441778117968,complement_in_fitted_basis,5,5,241,-3.5068669103879513,-0.04766608911844393,-3.5068669103879513,-0.03876876137630149,-3.5068669103879513,-0.022788651218661915
pubmed_central,pile_cc,gutenberg_pg_19,-1.8731278801855458,-0.3481985413962268,complement_in_fitted_basis,5,5,241,-1.8731278801855458,-0.0254599569212876,-1.8731278801855458,-0.02070761442331934,-1.8731278801855458,-0.01217213513950484
pubmed_central,pile_cc,pile_cc,-2.3482387622910714,-0.416220591426677,complement_in_fitted_basis,5,5,241,-2.3482387622910714,-0.03191776619272048,-2.3482387622910714,-0.025960012329003065,-2.3482387622910714,-0.015259545200725515
pubmed_central,pile_cc,ubuntu_irc,-2.773227306209016,-0.4330830406728518,complement_in_fitted_basis,5,5,241,-2.773227306209016,-0.037694301865832024,-2.773227306209016,-0.030658302816734723,-2.773227306209016,-0.01802124558649853
pubmed_central,pile_cc,hackernews,-2.220083289938794,-0.41552545573249294,complement_in_fitted_basis,5,5,241,-2.220083289938794,-0.03017584945557115,-2.220083289938794,-0.02454324087640665,-2.220083289938794,-0.014426753299627724
pubmed_central,pile_cc,pubmed_abstracts,-0.952402005548,-0.17683473051693183,complement_in_fitted_basis,5,5,241,-0.952402005548,-0.01294525285192918,-0.952402005548,-0.010528898595503494,-0.952402005548,-0.006188987971028094
pubmed_central,pile_cc,uspto_backgrounds,-0.5288609964298328,-0.1029015943674192,complement_in_fitted_basis,5,5,241,-0.5288609964298328,-0.007188392383075843,-0.5288609964298328,-0.005846610748496589,-0.5288609964298328,-0.0034366940915531337
github,pile_cc,arxiv,-0.17908096426242978,-0.037612008745739826,complement_in_fitted_basis,3,5,233,-0.17908096426242978,-0.002368767657416472,-0.17908096426242978,-0.005335279534203697,-0.17908096426242978,-0.0029908952746291813
github,pile_cc,freelaw,-0.8495032594034855,-0.16769956294811467,complement_in_fitted_basis,5,5,233,-0.8495032594034855,-0.011236681989248236,-0.8495032594034855,-0.02530887284866832,-0.8495032594034855,-0.014187857960205396
github,pile_cc,pubmed_central,-0.2270198390472547,-0.04586401989460668,complement_in_fitted_basis,4,5,233,-0.2270198390472547,-0.0030028722178365476,-0.2270198390472547,-0.006763501113117145,-0.2270198390472547,-0.0037915395790392246
github,pile_cc,wikipedia_en,-1.0305380157647521,-0.17878281628171236,complement_in_fitted_basis,5,5,233,-1.0305380157647521,-0.013631293150200115,-1.0305380157647521,-0.030702360842056648,-1.0305380157647521,-0.017211384215911136
