coordinate_id,policy_row,budget_FLOPs,context_tokens,quality_family,diagnostic_primary_candidate,supported_score_scenarios,supported_gain_scenarios,total_scenarios,score_min,score_max,gain_min,gain_max,gain_sign_robust_within_supported_grid,nominal_status,nominal_score,meaning
Gemma2 report,21,1e+22,8192,exponential,False,17,16,27,18.474065607714994,35.901850762606664,0.5942567478984095,5.80623490849111,True,conditional_affine_coordinate_assumption,30.05961235153498,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,22,1e+22,8192,power,False,17,16,27,18.45293613943395,35.875428847383795,0.5994125069901344,5.810153867682981,True,conditional_affine_coordinate_assumption,30.032794086407282,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,23,1e+22,8192,logarithmic,False,17,16,27,18.46529075683046,35.89087981301619,0.5964054935509111,5.807871638030555,True,conditional_affine_coordinate_assumption,30.048476226241444,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,24,1e+22,131072,exponential,False,18,15,27,17.541083489368688,37.79683603188358,0.19999225505318208,5.238910980736399,True,conditional_affine_coordinate_assumption,24.158331724958792,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,25,1e+22,131072,power,False,18,15,27,17.529017792121763,37.78078667748998,0.2025094197220767,5.241361034732208,True,conditional_affine_coordinate_assumption,24.14443626246978,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,26,1e+22,131072,logarithmic,False,18,15,27,17.536082086960878,37.790184077560056,0.20103725776143833,5.239928649984634,True,conditional_affine_coordinate_assumption,24.152572111234626,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,27,1e+24,2048,exponential,False,17,14,27,17.819183359182155,37.131837322413276,1.0574488261762163,6.654112102615688,True,conditional_affine_coordinate_assumption,33.97401383944225,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,28,1e+24,2048,power,False,17,14,27,17.819183359182155,37.131837322413276,1.0574488261762163,6.654112102615688,True,conditional_affine_coordinate_assumption,33.97401383944225,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,29,1e+24,2048,logarithmic,False,17,14,27,17.819183359182155,37.131837322413276,1.0574488261762163,6.654112102615688,True,conditional_affine_coordinate_assumption,33.97401383944225,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,30,1e+24,8192,exponential,False,17,14,27,17.819183359182155,37.131837322413276,1.0574488261762163,6.654112102615688,True,conditional_affine_coordinate_assumption,33.97401383944225,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,31,1e+24,8192,power,False,17,14,27,17.819183359182155,37.131837322413276,1.0574488261762163,6.654112102615688,True,conditional_affine_coordinate_assumption,33.97401383944225,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,32,1e+24,8192,logarithmic,False,17,14,27,17.819183359182155,37.131837322413276,1.0574488261762163,6.654112102615688,True,conditional_affine_coordinate_assumption,33.97401383944225,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,33,1e+24,131072,exponential,False,17,14,27,17.819183359182155,37.131837322413276,1.0574488261762163,6.654112102615688,True,conditional_affine_coordinate_assumption,33.97401383944225,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,34,1e+24,131072,power,False,17,14,27,17.819183359182155,37.131837322413276,1.0574488261762163,6.654112102615688,True,conditional_affine_coordinate_assumption,33.97401383944225,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Gemma2 report,35,1e+24,131072,logarithmic,False,17,14,27,17.819183359182155,37.131837322413276,1.0574488261762163,6.654112102615688,True,conditional_affine_coordinate_assumption,33.97401383944225,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",0,1e+19,2048,exponential,False,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",1,1e+19,2048,power,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",2,1e+19,2048,logarithmic,False,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",3,1e+19,8192,exponential,False,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",4,1e+19,8192,power,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",5,1e+19,8192,logarithmic,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",6,1e+19,131072,exponential,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",7,1e+19,131072,power,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",8,1e+19,131072,logarithmic,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",9,1e+20,2048,exponential,False,14,12,27,5.395860577946299,5.742865494820235,-0.004334613595439407,0.08055058164241125,False,conditional_affine_coordinate_assumption,5.395860577946299,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",10,1e+20,2048,power,False,14,12,27,5.388518183319308,5.735857688677589,-0.003172963872397183,0.0816035092059435,False,conditional_affine_coordinate_assumption,5.388518183319308,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",11,1e+20,2048,logarithmic,False,14,12,27,5.392743761715037,5.739890827630482,-0.003834504980960496,0.0810045404032671,False,conditional_affine_coordinate_assumption,5.392743761715037,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",12,1e+20,8192,exponential,False,13,12,27,5.416978521105115,5.723096530750488,-0.004727124995873133,0.0798513569273629,False,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",13,1e+20,8192,power,False,13,12,27,5.410001435162579,5.716483345696443,-0.0036405502496013042,0.0808353226575198,False,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",14,1e+20,8192,logarithmic,False,13,12,27,5.414021802378127,5.72029412850889,-0.004260551325676154,0.08027444939215034,False,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",15,1e+20,131072,exponential,False,6,6,27,5.380324187480184,5.541054802073682,-0.007748700805843889,0.06894267367154416,False,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",16,1e+20,131072,power,False,5,5,27,5.412813230353882,5.53576739819072,-0.007931649499822946,0.06869077367073739,False,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",17,1e+20,131072,logarithmic,False,5,5,27,5.4158770604013995,5.53889674888252,-0.007824133582611026,0.06883909940469302,False,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",18,1e+22,2048,exponential,False,13,13,27,5.509138591672576,5.782359073792233,0.014308886819923039,0.11309351236490528,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",19,1e+22,2048,power,False,13,13,27,5.508612337187405,5.781858383942893,0.01444650886538934,0.11323572789001002,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",20,1e+22,2048,logarithmic,False,13,13,27,5.508920026746047,5.782151126942334,0.01436622675601118,0.11315277825329684,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",21,1e+22,8192,exponential,False,14,14,27,5.496460325956288,5.8150096379626275,0.013162661806193299,0.11162245772130586,True,conditional_affine_coordinate_assumption,5.8150096379626275,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",22,1e+22,8192,power,False,14,14,27,5.495966866625313,5.814536637644679,0.013289210971007215,0.11175305247545175,True,conditional_affine_coordinate_assumption,5.814536637644679,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",23,1e+22,8192,logarithmic,False,14,14,27,5.496255445338394,5.814813252246725,0.013215357099002567,0.11167684793474564,True,conditional_affine_coordinate_assumption,5.814813252246725,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",24,1e+22,131072,exponential,False,19,16,27,5.381747229684287,5.813242350473112,0.004481604606747958,0.10055101264298649,True,conditional_affine_coordinate_assumption,5.704946881904337,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",25,1e+22,131072,power,False,19,16,27,5.381459635995336,5.812989338363508,0.0045402635512603595,0.1006152737613597,True,conditional_affine_coordinate_assumption,5.704670677863503,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",26,1e+22,131072,logarithmic,False,19,16,27,5.381628035174266,5.8131374887492235,0.0045059484200020705,0.10057768423360969,True,conditional_affine_coordinate_assumption,5.70483240805037,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",27,1e+24,2048,exponential,False,10,10,27,5.566496788805862,5.792032796458901,0.021129466325371382,0.11979899546588069,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",28,1e+24,2048,power,False,10,10,27,5.566496788805862,5.792032796458901,0.021129466325371382,0.11979899546588069,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",29,1e+24,2048,logarithmic,False,10,10,27,5.566496788805862,5.792032796458901,0.021129466325371382,0.11979899546588069,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",30,1e+24,8192,exponential,False,10,10,27,5.566496788805862,5.792032796458901,0.021129466325371382,0.11979899546588069,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",31,1e+24,8192,power,False,10,10,27,5.566496788805862,5.792032796458901,0.021129466325371382,0.11979899546588069,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",32,1e+24,8192,logarithmic,False,10,10,27,5.566496788805862,5.792032796458901,0.021129466325371382,0.11979899546588069,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",33,1e+24,131072,exponential,False,10,10,27,5.566496788805862,5.792032796458901,0.021129466325371382,0.11979899546588069,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",34,1e+24,131072,power,False,10,10,27,5.566496788805862,5.792032796458901,0.021129466325371382,0.11979899546588069,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)",35,1e+24,131072,logarithmic,False,10,10,27,5.566496788805862,5.792032796458901,0.021129466325371382,0.11979899546588069,True,Loss_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",0,1e+19,2048,exponential,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",1,1e+19,2048,power,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",2,1e+19,2048,logarithmic,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",3,1e+19,8192,exponential,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",4,1e+19,8192,power,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",5,1e+19,8192,logarithmic,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",6,1e+19,131072,exponential,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",7,1e+19,131072,power,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",8,1e+19,131072,logarithmic,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",9,1e+20,2048,exponential,True,23,21,27,7.774515964329687,20.14184430906988,-0.11285803373393222,2.1825288501175386,False,conditional_affine_coordinate_assumption,11.448612814420578,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",10,1e+20,2048,power,True,22,21,27,8.205489214906565,19.931708604712526,-0.08197715168745034,2.194756683249242,False,conditional_affine_coordinate_assumption,11.301703281049624,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",11,1e+20,2048,logarithmic,True,23,21,27,7.7258836298498705,20.052473799576447,-0.09951067262041136,2.187957120681226,False,conditional_affine_coordinate_assumption,11.38607133201904,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",12,1e+20,8192,exponential,True,22,21,27,7.987937718041999,19.552683492563713,-0.12062226419705979,2.122176632256874,False,conditional_affine_coordinate_assumption,11.037983225463176,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",13,1e+20,8192,power,True,22,21,27,7.877104986454988,19.35811143817599,-0.09220682887785614,2.133026765337444,False,conditional_affine_coordinate_assumption,10.903234821049809,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",14,1e+20,8192,logarithmic,True,22,21,27,7.940813142240556,19.47007728146462,-0.10837458973902869,2.126978895174883,False,conditional_affine_coordinate_assumption,10.980722936011817,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",15,1e+20,131072,exponential,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",16,1e+20,131072,power,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",17,1e+20,131072,logarithmic,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",18,1e+22,2048,exponential,True,22,22,27,13.904747321525944,27.8817109272109,0.351924144576822,3.671147425893068,True,conditional_affine_coordinate_assumption,22.77859405959422,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",19,1e+22,2048,power,True,22,22,27,13.892497762791223,27.86487361361725,0.3550410394774186,3.6742331028296995,True,conditional_affine_coordinate_assumption,22.762229643507233,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",20,1e+22,2048,logarithmic,True,22,22,27,13.89965884809298,27.874717451141436,0.35322371523250773,3.6724358340107344,True,conditional_affine_coordinate_assumption,22.771796733732188,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",21,1e+22,8192,exponential,True,22,22,27,13.611845577039047,27.47739738790833,0.3188309507173841,3.592892694158966,True,conditional_affine_coordinate_assumption,22.386253736492236,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",22,1e+22,8192,power,True,22,22,27,13.60053839159976,27.46171698825371,0.3216668295177385,3.595663379953855,True,conditional_affine_coordinate_assumption,22.371063734779888,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",23,1e+22,8192,logarithmic,True,22,22,27,13.607150073292367,27.47088648930247,0.32001258289983703,3.5940487808546067,True,conditional_affine_coordinate_assumption,22.379946226654504,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",24,1e+22,131072,exponential,True,25,25,27,11.167523198833878,27.103425470304817,0.10077906736881026,2.976399237599768,True,conditional_affine_coordinate_assumption,19.021718949346127,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",25,1e+22,131072,power,True,25,25,27,11.161851397151006,27.09418224704674,0.10205209805220683,2.9776982288488583,True,conditional_affine_coordinate_assumption,19.013712415771007,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",26,1e+22,131072,logarithmic,True,25,25,27,11.165172223877603,27.0995943906356,0.10130754851423873,2.976938827860785,True,conditional_affine_coordinate_assumption,19.018400341161243,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",27,1e+24,2048,exponential,True,19,19,27,15.28780073110398,27.87317514812064,0.5550987447048854,3.7804812003063226,True,conditional_affine_coordinate_assumption,24.602452156652543,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",28,1e+24,2048,power,True,19,19,27,15.28780073110398,27.87317514812064,0.5550987447048854,3.7804812003063226,True,conditional_affine_coordinate_assumption,24.602452156652543,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",29,1e+24,2048,logarithmic,True,19,19,27,15.28780073110398,27.87317514812064,0.5550987447048854,3.7804812003063226,True,conditional_affine_coordinate_assumption,24.602452156652543,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",30,1e+24,8192,exponential,True,19,19,27,15.28780073110398,27.87317514812064,0.5550987447048854,3.7804812003063226,True,conditional_affine_coordinate_assumption,24.602452156652543,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",31,1e+24,8192,power,True,19,19,27,15.28780073110398,27.87317514812064,0.5550987447048854,3.7804812003063226,True,conditional_affine_coordinate_assumption,24.602452156652543,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",32,1e+24,8192,logarithmic,True,19,19,27,15.28780073110398,27.87317514812064,0.5550987447048854,3.7804812003063226,True,conditional_affine_coordinate_assumption,24.602452156652543,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",33,1e+24,131072,exponential,True,19,19,27,15.28780073110398,27.87317514812064,0.5550987447048854,3.7804812003063226,True,conditional_affine_coordinate_assumption,24.602452156652543,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",34,1e+24,131072,power,True,19,19,27,15.28780073110398,27.87317514812064,0.5550987447048854,3.7804812003063226,True,conditional_affine_coordinate_assumption,24.602452156652543,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2 Technical Report (Alibaba, 2024), validation loss",35,1e+24,131072,logarithmic,True,19,19,27,15.28780073110398,27.87317514812064,0.5550987447048854,3.7804812003063226,True,conditional_affine_coordinate_assumption,24.602452156652543,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",0,1e+19,2048,exponential,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
